Test: [0/167]	Time 36.330 (36.330)	Loss 174.2544 (174.2544)	Acc@1 0.000 (0.000)	Acc@5 0.000 (0.000)
 * Acc@1 0.098 Acc@5 0.498
Epoch: [0][0/4271]	Time 46.236 (46.236)	Data 36.567 (36.567)	Loss 9.3022 (9.3022)	Entropy Loss 9.2817 (9.2817)	KLCD_Loss 0.0204 (0.0204)	Learning Rate 0.12000000	Acc@1 0.000 (0.000)	Acc@5 2.000 (2.000)
Epoch: [0][2600/4271]	Time 1.504 (1.547)	Data 0.000 (0.014)	Loss 5.5752 (6.6060)	Entropy Loss 5.5195 (6.5310)	KLCD_Loss 0.0557 (0.0749)	Learning Rate 0.11999238	Acc@1 6.333 (1.225)	Acc@5 15.000 (4.224)
Epoch: [0][2800/4271]	Time 1.585 (1.546)	Data 0.000 (0.013)	Loss 5.2525 (6.5186)	Entropy Loss 5.1977 (6.4451)	KLCD_Loss 0.0548 (0.0735)	Learning Rate 0.11999116	Acc@1 8.667 (1.635)	Acc@5 20.333 (5.292)
Epoch: [0][3000/4271]	Time 1.526 (1.545)	Data 0.016 (0.012)	Loss 4.8409 (6.4270)	Entropy Loss 4.7867 (6.3548)	KLCD_Loss 0.0542 (0.0722)	Learning Rate 0.11998985	Acc@1 11.000 (2.120)	Acc@5 30.000 (6.486)
Epoch: [0][3200/4271]	Time 1.506 (1.544)	Data 0.000 (0.012)	Loss 4.6427 (6.3333)	Entropy Loss 4.5888 (6.2622)	KLCD_Loss 0.0539 (0.0711)	Learning Rate 0.11998846	Acc@1 13.333 (2.694)	Acc@5 34.667 (7.785)
Epoch: [0][3400/4271]	Time 1.527 (1.543)	Data 0.000 (0.011)	Loss 4.4573 (6.2383)	Entropy Loss 4.4035 (6.1682)	KLCD_Loss 0.0539 (0.0701)	Learning Rate 0.11998697	Acc@1 15.333 (3.356)	Acc@5 36.333 (9.158)
Epoch: [0][3600/4271]	Time 1.521 (1.543)	Data 0.000 (0.010)	Loss 4.3952 (6.1414)	Entropy Loss 4.3412 (6.0722)	KLCD_Loss 0.0540 (0.0692)	Learning Rate 0.11998539	Acc@1 15.667 (4.067)	Acc@5 35.667 (10.611)
Epoch: [0][3800/4271]	Time 1.584 (1.544)	Data 0.000 (0.010)	Loss 4.1191 (6.0453)	Entropy Loss 4.0649 (5.9769)	KLCD_Loss 0.0542 (0.0684)	Learning Rate 0.11998372	Acc@1 22.000 (4.827)	Acc@5 43.667 (12.089)
Epoch: [0][4000/4271]	Time 1.554 (1.545)	Data 0.000 (0.009)	Loss 4.1945 (5.9515)	Entropy Loss 4.1400 (5.8838)	KLCD_Loss 0.0546 (0.0677)	Learning Rate 0.11998196	Acc@1 19.333 (5.619)	Acc@5 43.000 (13.548)
Epoch: [0][4200/4271]	Time 1.522 (1.545)	Data 0.000 (0.009)	Loss 3.8172 (5.8591)	Entropy Loss 3.7622 (5.7920)	KLCD_Loss 0.0550 (0.0671)	Learning Rate 0.11998011	Acc@1 25.000 (6.438)	Acc@5 49.333 (15.010)
Test: [0/167]	Time 26.376 (26.376)	Loss 3.1134 (3.1134)	Acc@1 32.667 (32.667)	Acc@5 65.333 (65.333)
 * Acc@1 28.602 Acc@5 53.372
Epoch: [1][0/4271]	Time 40.056 (40.056)	Data 37.279 (37.279)	Loss 3.8403 (3.8403)	Entropy Loss 3.7852 (3.7852)	KLCD_Loss 0.0551 (0.0551)	Learning Rate 0.11997944	Acc@1 25.000 (25.000)	Acc@5 48.333 (48.333)
Epoch: [1][200/4271]	Time 1.504 (1.740)	Data 0.000 (0.186)	Loss 3.8129 (3.8330)	Entropy Loss 3.7574 (3.7777)	KLCD_Loss 0.0555 (0.0553)	Learning Rate 0.11997747	Acc@1 25.000 (25.181)	Acc@5 50.000 (47.408)
Epoch: [1][400/4271]	Time 1.521 (1.642)	Data 0.000 (0.093)	Loss 3.7607 (3.7814)	Entropy Loss 3.7048 (3.7259)	KLCD_Loss 0.0559 (0.0555)	Learning Rate 0.11997541	Acc@1 28.333 (25.929)	Acc@5 49.333 (48.461)
Epoch: [1][600/4271]	Time 1.553 (1.607)	Data 0.000 (0.062)	Loss 3.6882 (3.7334)	Entropy Loss 3.6320 (3.6777)	KLCD_Loss 0.0563 (0.0557)	Learning Rate 0.11997326	Acc@1 26.667 (26.554)	Acc@5 51.000 (49.295)
Epoch: [1][800/4271]	Time 1.520 (1.588)	Data 0.000 (0.047)	Loss 3.6109 (3.6909)	Entropy Loss 3.5544 (3.6351)	KLCD_Loss 0.0566 (0.0559)	Learning Rate 0.11997102	Acc@1 30.667 (27.259)	Acc@5 50.000 (50.092)
Epoch: [1][1000/4271]	Time 1.536 (1.576)	Data 0.000 (0.037)	Loss 3.5704 (3.6549)	Entropy Loss 3.5136 (3.5989)	KLCD_Loss 0.0568 (0.0560)	Learning Rate 0.11996868	Acc@1 30.000 (27.811)	Acc@5 53.000 (50.775)
Epoch: [1][1200/4271]	Time 1.529 (1.567)	Data 0.000 (0.031)	Loss 3.1186 (3.6196)	Entropy Loss 3.0617 (3.5634)	KLCD_Loss 0.0570 (0.0562)	Learning Rate 0.11996626	Acc@1 37.667 (28.377)	Acc@5 64.333 (51.429)
Epoch: [1][1400/4271]	Time 1.521 (1.561)	Data 0.000 (0.027)	Loss 3.4741 (3.5869)	Entropy Loss 3.4170 (3.5306)	KLCD_Loss 0.0571 (0.0563)	Learning Rate 0.11996375	Acc@1 30.667 (28.837)	Acc@5 52.333 (52.030)
Epoch: [1][1600/4271]	Time 1.512 (1.556)	Data 0.000 (0.023)	Loss 3.0572 (3.5526)	Entropy Loss 3.0000 (3.4962)	KLCD_Loss 0.0572 (0.0564)	Learning Rate 0.11996115	Acc@1 35.667 (29.364)	Acc@5 57.667 (52.655)
Epoch: [1][1800/4271]	Time 1.523 (1.552)	Data 0.000 (0.021)	Loss 3.1622 (3.5232)	Entropy Loss 3.1051 (3.4667)	KLCD_Loss 0.0572 (0.0565)	Learning Rate 0.11995846	Acc@1 38.000 (29.829)	Acc@5 58.667 (53.170)
Epoch: [1][2000/4271]	Time 1.507 (1.549)	Data 0.000 (0.019)	Loss 3.1340 (3.4957)	Entropy Loss 3.0768 (3.4392)	KLCD_Loss 0.0572 (0.0566)	Learning Rate 0.11995568	Acc@1 39.000 (30.216)	Acc@5 60.667 (53.660)
Epoch: [1][2200/4271]	Time 1.520 (1.546)	Data 0.000 (0.017)	Loss 3.2090 (3.4692)	Entropy Loss 3.1519 (3.4125)	KLCD_Loss 0.0571 (0.0566)	Learning Rate 0.11995280	Acc@1 36.000 (30.621)	Acc@5 57.667 (54.111)
Epoch: [1][2400/4271]	Time 1.529 (1.544)	Data 0.000 (0.016)	Loss 3.1165 (3.4441)	Entropy Loss 3.0595 (3.3874)	KLCD_Loss 0.0570 (0.0566)	Learning Rate 0.11994984	Acc@1 36.000 (31.006)	Acc@5 60.667 (54.559)
Epoch: [1][2600/4271]	Time 1.521 (1.542)	Data 0.000 (0.014)	Loss 3.0424 (3.4210)	Entropy Loss 2.9855 (3.3643)	KLCD_Loss 0.0569 (0.0567)	Learning Rate 0.11994679	Acc@1 33.333 (31.356)	Acc@5 60.000 (54.977)
Epoch: [1][2800/4271]	Time 1.522 (1.541)	Data 0.000 (0.013)	Loss 3.2567 (3.4009)	Entropy Loss 3.1999 (3.3442)	KLCD_Loss 0.0568 (0.0567)	Learning Rate 0.11994365	Acc@1 32.667 (31.673)	Acc@5 60.000 (55.318)
Epoch: [1][3000/4271]	Time 1.521 (1.540)	Data 0.000 (0.013)	Loss 2.9912 (3.3815)	Entropy Loss 2.9346 (3.3248)	KLCD_Loss 0.0566 (0.0567)	Learning Rate 0.11994041	Acc@1 39.000 (31.984)	Acc@5 63.000 (55.653)
Epoch: [1][3200/4271]	Time 1.520 (1.540)	Data 0.000 (0.012)	Loss 3.2762 (3.3634)	Entropy Loss 3.2198 (3.3067)	KLCD_Loss 0.0564 (0.0567)	Learning Rate 0.11993709	Acc@1 35.333 (32.270)	Acc@5 58.667 (55.971)
Epoch: [1][3400/4271]	Time 1.521 (1.540)	Data 0.000 (0.011)	Loss 3.0339 (3.3458)	Entropy Loss 2.9778 (3.2891)	KLCD_Loss 0.0561 (0.0566)	Learning Rate 0.11993368	Acc@1 39.333 (32.556)	Acc@5 63.000 (56.286)
Epoch: [1][3600/4271]	Time 1.508 (1.541)	Data 0.000 (0.010)	Loss 3.1055 (3.3301)	Entropy Loss 3.0497 (3.2735)	KLCD_Loss 0.0558 (0.0566)	Learning Rate 0.11993017	Acc@1 38.667 (32.812)	Acc@5 59.333 (56.562)
Epoch: [1][3800/4271]	Time 1.588 (1.542)	Data 0.000 (0.010)	Loss 3.1324 (3.3150)	Entropy Loss 3.0770 (3.2584)	KLCD_Loss 0.0554 (0.0566)	Learning Rate 0.11992658	Acc@1 34.333 (33.048)	Acc@5 58.667 (56.825)
Epoch: [1][4000/4271]	Time 1.599 (1.543)	Data 0.000 (0.009)	Loss 3.0655 (3.3000)	Entropy Loss 3.0104 (3.2436)	KLCD_Loss 0.0551 (0.0565)	Learning Rate 0.11992290	Acc@1 39.667 (33.292)	Acc@5 64.000 (57.089)
Epoch: [1][4200/4271]	Time 1.516 (1.544)	Data 0.000 (0.009)	Loss 2.8543 (3.2851)	Entropy Loss 2.7996 (3.2287)	KLCD_Loss 0.0547 (0.0564)	Learning Rate 0.11991912	Acc@1 41.000 (33.520)	Acc@5 65.000 (57.349)
Epoch: [2][0/4271]	Time 37.112 (37.112)	Data 35.380 (35.380)	Loss 2.7163 (2.7163)	Entropy Loss 2.6617 (2.6617)	KLCD_Loss 0.0546 (0.0546)	Learning Rate 0.11991777	Acc@1 42.333 (42.333)	Acc@5 67.000 (67.000)
Epoch: [2][200/4271]	Time 1.521 (1.720)	Data 0.000 (0.176)	Loss 2.8829 (2.9396)	Entropy Loss 2.8288 (2.8853)	KLCD_Loss 0.0542 (0.0544)	Learning Rate 0.11991388	Acc@1 36.333 (39.156)	Acc@5 62.000 (63.131)
Epoch: [2][400/4271]	Time 1.584 (1.632)	Data 0.000 (0.088)	Loss 2.9513 (2.9436)	Entropy Loss 2.8976 (2.8895)	KLCD_Loss 0.0537 (0.0541)	Learning Rate 0.11990989	Acc@1 35.000 (38.969)	Acc@5 60.000 (63.057)
Epoch: [2][600/4271]	Time 1.529 (1.605)	Data 0.000 (0.059)	Loss 3.1451 (2.9388)	Entropy Loss 3.0918 (2.8849)	KLCD_Loss 0.0533 (0.0539)	Learning Rate 0.11990582	Acc@1 37.000 (39.028)	Acc@5 61.333 (63.171)
Epoch: [2][800/4271]	Time 1.636 (1.591)	Data 0.000 (0.044)	Loss 3.0331 (2.9368)	Entropy Loss 2.9803 (2.8831)	KLCD_Loss 0.0528 (0.0537)	Learning Rate 0.11990165	Acc@1 35.667 (39.102)	Acc@5 62.667 (63.243)
Epoch: [2][1000/4271]	Time 1.530 (1.584)	Data 0.001 (0.035)	Loss 2.8060 (2.9344)	Entropy Loss 2.7537 (2.8809)	KLCD_Loss 0.0523 (0.0535)	Learning Rate 0.11989740	Acc@1 41.667 (39.149)	Acc@5 65.000 (63.271)
Epoch: [2][1200/4271]	Time 1.538 (1.580)	Data 0.000 (0.030)	Loss 2.7885 (2.9283)	Entropy Loss 2.7367 (2.8751)	KLCD_Loss 0.0518 (0.0532)	Learning Rate 0.11989305	Acc@1 42.000 (39.246)	Acc@5 65.333 (63.395)
Epoch: [2][1400/4271]	Time 1.608 (1.577)	Data 0.000 (0.025)	Loss 2.8120 (2.9262)	Entropy Loss 2.7608 (2.8732)	KLCD_Loss 0.0512 (0.0530)	Learning Rate 0.11988862	Acc@1 40.000 (39.294)	Acc@5 65.667 (63.441)
Epoch: [2][1600/4271]	Time 1.597 (1.575)	Data 0.000 (0.022)	Loss 3.2456 (2.9245)	Entropy Loss 3.1949 (2.8717)	KLCD_Loss 0.0507 (0.0527)	Learning Rate 0.11988409	Acc@1 31.000 (39.312)	Acc@5 59.000 (63.494)
Epoch: [2][1800/4271]	Time 1.566 (1.573)	Data 0.000 (0.020)	Loss 2.8338 (2.9228)	Entropy Loss 2.7837 (2.8703)	KLCD_Loss 0.0501 (0.0525)	Learning Rate 0.11987947	Acc@1 40.667 (39.330)	Acc@5 65.667 (63.537)
Epoch: [2][2000/4271]	Time 1.537 (1.572)	Data 0.000 (0.018)	Loss 2.9840 (2.9229)	Entropy Loss 2.9345 (2.8707)	KLCD_Loss 0.0495 (0.0522)	Learning Rate 0.11987477	Acc@1 40.667 (39.315)	Acc@5 63.667 (63.534)
Epoch: [2][2200/4271]	Time 1.611 (1.571)	Data 0.000 (0.016)	Loss 2.7308 (2.9192)	Entropy Loss 2.6820 (2.8673)	KLCD_Loss 0.0489 (0.0519)	Learning Rate 0.11986997	Acc@1 41.333 (39.345)	Acc@5 69.000 (63.610)
Epoch: [2][2400/4271]	Time 1.618 (1.570)	Data 0.000 (0.015)	Loss 2.6946 (2.9184)	Entropy Loss 2.6463 (2.8668)	KLCD_Loss 0.0483 (0.0517)	Learning Rate 0.11986509	Acc@1 46.333 (39.349)	Acc@5 68.333 (63.625)
Epoch: [2][2600/4271]	Time 1.527 (1.570)	Data 0.000 (0.014)	Loss 2.9235 (2.9171)	Entropy Loss 2.8758 (2.8657)	KLCD_Loss 0.0476 (0.0514)	Learning Rate 0.11986011	Acc@1 43.333 (39.370)	Acc@5 62.667 (63.655)
Epoch: [2][2800/4271]	Time 1.598 (1.569)	Data 0.000 (0.013)	Loss 3.1002 (2.9177)	Entropy Loss 3.0532 (2.8666)	KLCD_Loss 0.0470 (0.0511)	Learning Rate 0.11985505	Acc@1 37.333 (39.352)	Acc@5 60.667 (63.656)
Epoch: [2][3000/4271]	Time 1.521 (1.568)	Data 0.000 (0.012)	Loss 2.9137 (2.9159)	Entropy Loss 2.8673 (2.8651)	KLCD_Loss 0.0463 (0.0508)	Learning Rate 0.11984989	Acc@1 36.000 (39.351)	Acc@5 61.667 (63.690)
Epoch: [2][3200/4271]	Time 1.576 (1.568)	Data 0.000 (0.011)	Loss 2.8458 (2.9132)	Entropy Loss 2.8002 (2.8627)	KLCD_Loss 0.0456 (0.0505)	Learning Rate 0.11984465	Acc@1 39.000 (39.396)	Acc@5 65.667 (63.742)
Epoch: [2][3400/4271]	Time 1.512 (1.567)	Data 0.001 (0.011)	Loss 2.5985 (2.9114)	Entropy Loss 2.5536 (2.8612)	KLCD_Loss 0.0449 (0.0502)	Learning Rate 0.11983931	Acc@1 45.333 (39.411)	Acc@5 71.333 (63.762)
Epoch: [2][3600/4271]	Time 1.530 (1.567)	Data 0.000 (0.010)	Loss 2.9562 (2.9106)	Entropy Loss 2.9120 (2.8607)	KLCD_Loss 0.0442 (0.0499)	Learning Rate 0.11983389	Acc@1 38.667 (39.421)	Acc@5 61.667 (63.773)
Epoch: [2][3800/4271]	Time 1.524 (1.567)	Data 0.000 (0.009)	Loss 2.7767 (2.9090)	Entropy Loss 2.7333 (2.8595)	KLCD_Loss 0.0434 (0.0495)	Learning Rate 0.11982837	Acc@1 40.667 (39.434)	Acc@5 65.667 (63.801)
Epoch: [2][4000/4271]	Time 1.600 (1.566)	Data 0.000 (0.009)	Loss 2.6576 (2.9082)	Entropy Loss 2.6150 (2.8589)	KLCD_Loss 0.0426 (0.0492)	Learning Rate 0.11982277	Acc@1 42.000 (39.454)	Acc@5 66.667 (63.811)
Epoch: [2][4200/4271]	Time 1.596 (1.566)	Data 0.000 (0.009)	Loss 2.8348 (2.9061)	Entropy Loss 2.7929 (2.8572)	KLCD_Loss 0.0419 (0.0489)	Learning Rate 0.11981707	Acc@1 37.000 (39.479)	Acc@5 64.667 (63.857)
Test: [0/167]	Time 23.645 (23.645)	Loss 1.4190 (1.4190)	Acc@1 66.667 (66.667)	Acc@5 87.333 (87.333)
 * Acc@1 44.696 Acc@5 70.910
Epoch: [3][0/4271]	Time 40.658 (40.658)	Data 38.924 (38.924)	Loss 2.7403 (2.7403)	Entropy Loss 2.6987 (2.6987)	KLCD_Loss 0.0416 (0.0416)	Learning Rate 0.11981504	Acc@1 41.000 (41.000)	Acc@5 66.667 (66.667)
Epoch: [3][200/4271]	Time 1.523 (1.720)	Data 0.000 (0.194)	Loss 2.7881 (2.8395)	Entropy Loss 2.7473 (2.7983)	KLCD_Loss 0.0408 (0.0412)	Learning Rate 0.11980922	Acc@1 37.000 (40.338)	Acc@5 64.000 (64.796)
Epoch: [3][400/4271]	Time 1.522 (1.621)	Data 0.000 (0.097)	Loss 2.7592 (2.8491)	Entropy Loss 2.7192 (2.8083)	KLCD_Loss 0.0400 (0.0408)	Learning Rate 0.11980332	Acc@1 40.000 (40.226)	Acc@5 66.667 (64.638)
Epoch: [3][600/4271]	Time 1.532 (1.590)	Data 0.001 (0.065)	Loss 2.7397 (2.8505)	Entropy Loss 2.7005 (2.8101)	KLCD_Loss 0.0393 (0.0404)	Learning Rate 0.11979732	Acc@1 42.667 (40.167)	Acc@5 64.667 (64.668)
Epoch: [3][800/4271]	Time 1.526 (1.576)	Data 0.000 (0.049)	Loss 2.5728 (2.8465)	Entropy Loss 2.5343 (2.8064)	KLCD_Loss 0.0385 (0.0400)	Learning Rate 0.11979123	Acc@1 42.333 (40.248)	Acc@5 68.333 (64.700)
Epoch: [3][1000/4271]	Time 1.508 (1.566)	Data 0.000 (0.039)	Loss 2.9545 (2.8508)	Entropy Loss 2.9167 (2.8112)	KLCD_Loss 0.0378 (0.0397)	Learning Rate 0.11978506	Acc@1 39.000 (40.177)	Acc@5 62.667 (64.612)
Epoch: [3][1200/4271]	Time 1.520 (1.559)	Data 0.000 (0.033)	Loss 2.5945 (2.8550)	Entropy Loss 2.5575 (2.8158)	KLCD_Loss 0.0370 (0.0393)	Learning Rate 0.11977879	Acc@1 45.000 (40.121)	Acc@5 65.667 (64.533)
Epoch: [3][1400/4271]	Time 1.513 (1.553)	Data 0.000 (0.028)	Loss 2.7838 (2.8595)	Entropy Loss 2.7475 (2.8207)	KLCD_Loss 0.0362 (0.0389)	Learning Rate 0.11977244	Acc@1 40.000 (40.059)	Acc@5 67.667 (64.458)
Epoch: [3][1600/4271]	Time 1.591 (1.551)	Data 0.000 (0.025)	Loss 2.8634 (2.8625)	Entropy Loss 2.8279 (2.8240)	KLCD_Loss 0.0354 (0.0385)	Learning Rate 0.11976599	Acc@1 39.000 (40.002)	Acc@5 65.667 (64.415)
Epoch: [3][1800/4271]	Time 1.518 (1.551)	Data 0.000 (0.022)	Loss 2.9348 (2.8656)	Entropy Loss 2.9001 (2.8275)	KLCD_Loss 0.0347 (0.0381)	Learning Rate 0.11975945	Acc@1 41.667 (39.929)	Acc@5 62.000 (64.365)
Epoch: [3][2000/4271]	Time 1.581 (1.551)	Data 0.001 (0.020)	Loss 2.6339 (2.8675)	Entropy Loss 2.6000 (2.8297)	KLCD_Loss 0.0339 (0.0377)	Learning Rate 0.11975283	Acc@1 41.667 (39.882)	Acc@5 69.667 (64.342)
Epoch: [3][2200/4271]	Time 1.522 (1.550)	Data 0.000 (0.018)	Loss 2.9162 (2.8704)	Entropy Loss 2.8830 (2.8330)	KLCD_Loss 0.0332 (0.0374)	Learning Rate 0.11974611	Acc@1 38.333 (39.816)	Acc@5 62.667 (64.306)
Epoch: [3][2400/4271]	Time 1.578 (1.548)	Data 0.000 (0.017)	Loss 2.7344 (2.8718)	Entropy Loss 2.7020 (2.8349)	KLCD_Loss 0.0324 (0.0370)	Learning Rate 0.11973931	Acc@1 40.000 (39.780)	Acc@5 65.333 (64.281)
Epoch: [3][2600/4271]	Time 1.518 (1.547)	Data 0.001 (0.015)	Loss 2.8251 (2.8730)	Entropy Loss 2.7934 (2.8364)	KLCD_Loss 0.0317 (0.0366)	Learning Rate 0.11973241	Acc@1 40.000 (39.734)	Acc@5 65.667 (64.253)
Epoch: [3][2800/4271]	Time 1.517 (1.546)	Data 0.000 (0.014)	Loss 2.7700 (2.8754)	Entropy Loss 2.7390 (2.8392)	KLCD_Loss 0.0309 (0.0362)	Learning Rate 0.11972543	Acc@1 39.667 (39.704)	Acc@5 65.000 (64.207)
Epoch: [3][3000/4271]	Time 1.593 (1.545)	Data 0.000 (0.013)	Loss 3.0169 (2.8772)	Entropy Loss 2.9868 (2.8413)	KLCD_Loss 0.0302 (0.0358)	Learning Rate 0.11971835	Acc@1 40.333 (39.678)	Acc@5 61.667 (64.169)
Epoch: [3][3200/4271]	Time 1.511 (1.544)	Data 0.001 (0.012)	Loss 2.8488 (2.8800)	Entropy Loss 2.8194 (2.8445)	KLCD_Loss 0.0295 (0.0355)	Learning Rate 0.11971119	Acc@1 38.000 (39.615)	Acc@5 65.667 (64.123)
Epoch: [3][3400/4271]	Time 1.521 (1.544)	Data 0.000 (0.012)	Loss 3.0461 (2.8815)	Entropy Loss 3.0174 (2.8464)	KLCD_Loss 0.0287 (0.0351)	Learning Rate 0.11970393	Acc@1 38.000 (39.586)	Acc@5 62.667 (64.102)
Epoch: [3][3600/4271]	Time 1.599 (1.543)	Data 0.000 (0.011)	Loss 2.8613 (2.8841)	Entropy Loss 2.8333 (2.8494)	KLCD_Loss 0.0280 (0.0347)	Learning Rate 0.11969659	Acc@1 38.333 (39.546)	Acc@5 64.667 (64.058)
Epoch: [3][3800/4271]	Time 1.525 (1.543)	Data 0.000 (0.010)	Loss 2.9497 (2.8859)	Entropy Loss 2.9223 (2.8516)	KLCD_Loss 0.0273 (0.0344)	Learning Rate 0.11968916	Acc@1 37.667 (39.514)	Acc@5 65.000 (64.020)
Epoch: [3][4000/4271]	Time 1.516 (1.543)	Data 0.000 (0.010)	Loss 2.8302 (2.8874)	Entropy Loss 2.8035 (2.8534)	KLCD_Loss 0.0267 (0.0340)	Learning Rate 0.11968163	Acc@1 42.667 (39.488)	Acc@5 64.000 (63.992)
Epoch: [3][4200/4271]	Time 1.524 (1.544)	Data 0.000 (0.009)	Loss 2.8875 (2.8898)	Entropy Loss 2.8615 (2.8562)	KLCD_Loss 0.0260 (0.0336)	Learning Rate 0.11967402	Acc@1 37.000 (39.447)	Acc@5 64.667 (63.948)
Epoch: [4][0/4271]	Time 38.753 (38.753)	Data 37.087 (37.087)	Loss 2.7401 (2.7401)	Entropy Loss 2.7143 (2.7143)	KLCD_Loss 0.0258 (0.0258)	Learning Rate 0.11967131	Acc@1 42.667 (42.667)	Acc@5 67.000 (67.000)
Epoch: [4][200/4271]	Time 1.521 (1.716)	Data 0.000 (0.185)	Loss 2.8225 (2.8934)	Entropy Loss 2.7974 (2.8680)	KLCD_Loss 0.0251 (0.0254)	Learning Rate 0.11966358	Acc@1 40.667 (39.013)	Acc@5 63.667 (63.741)
Epoch: [4][400/4271]	Time 1.506 (1.624)	Data 0.000 (0.093)	Loss 3.0538 (2.8934)	Entropy Loss 3.0293 (2.8683)	KLCD_Loss 0.0245 (0.0251)	Learning Rate 0.11965576	Acc@1 39.333 (39.027)	Acc@5 64.333 (63.702)
Epoch: [4][600/4271]	Time 1.522 (1.594)	Data 0.000 (0.062)	Loss 2.7605 (2.9003)	Entropy Loss 2.7366 (2.8755)	KLCD_Loss 0.0239 (0.0248)	Learning Rate 0.11964784	Acc@1 43.667 (38.898)	Acc@5 67.000 (63.614)
Epoch: [4][800/4271]	Time 1.521 (1.581)	Data 0.000 (0.046)	Loss 2.7257 (2.9028)	Entropy Loss 2.7024 (2.8783)	KLCD_Loss 0.0233 (0.0245)	Learning Rate 0.11963984	Acc@1 43.000 (38.859)	Acc@5 65.000 (63.546)
Epoch: [4][1000/4271]	Time 1.532 (1.576)	Data 0.000 (0.037)	Loss 2.8270 (2.9034)	Entropy Loss 2.8043 (2.8792)	KLCD_Loss 0.0227 (0.0242)	Learning Rate 0.11963175	Acc@1 44.000 (38.921)	Acc@5 64.333 (63.566)
