Test: [0/167]	Time 32.002 (32.002)	Loss 46.5312 (46.5312)	Acc@1 0.000 (0.000)	Acc@5 0.000 (0.000)
 * Acc@1 0.098 Acc@5 0.584
Epoch: [0][0/4271]	Time 52.467 (52.467)	Data 42.173 (42.173)	Loss 8.9717 (8.9717)	Entropy Loss 8.9513 (8.9513)	KLCD_Loss 0.0204 (0.0204)	Learning Rate 0.12000000	Acc@1 1.000 (1.000)	Acc@5 4.333 (4.333)
Epoch: [1][1000/4271]	Time 1.552 (1.579)	Data 0.000 (0.041)	Loss 4.0000 (4.0032)	Entropy Loss 3.9564 (3.9612)	KLCD_Loss 0.0436 (0.0420)	Learning Rate 0.11994433	Acc@1 25.667 (22.801)	Acc@5 45.000 (44.329)
Epoch: [1][1200/4271]	Time 1.519 (1.569)	Data 0.000 (0.034)	Loss 3.9099 (3.9598)	Entropy Loss 3.8657 (3.9175)	KLCD_Loss 0.0441 (0.0423)	Learning Rate 0.11994003	Acc@1 23.667 (23.392)	Acc@5 44.667 (45.108)
Epoch: [1][1400/4271]	Time 1.506 (1.562)	Data 0.000 (0.029)	Loss 3.5429 (3.9152)	Entropy Loss 3.4982 (3.8726)	KLCD_Loss 0.0447 (0.0426)	Learning Rate 0.11993556	Acc@1 30.333 (24.005)	Acc@5 50.333 (45.899)
Epoch: [1][1600/4271]	Time 1.505 (1.557)	Data 0.000 (0.026)	Loss 3.4281 (3.8755)	Entropy Loss 3.3829 (3.8326)	KLCD_Loss 0.0451 (0.0429)	Learning Rate 0.11993094	Acc@1 30.667 (24.572)	Acc@5 52.000 (46.629)
Epoch: [1][1800/4271]	Time 1.516 (1.552)	Data 0.000 (0.023)	Loss 3.5277 (3.8382)	Entropy Loss 3.4822 (3.7950)	KLCD_Loss 0.0455 (0.0432)	Learning Rate 0.11992615	Acc@1 23.667 (25.152)	Acc@5 53.000 (47.311)
Epoch: [1][2000/4271]	Time 1.511 (1.548)	Data 0.000 (0.021)	Loss 3.3860 (3.8041)	Entropy Loss 3.3401 (3.7607)	KLCD_Loss 0.0459 (0.0434)	Learning Rate 0.11992121	Acc@1 33.333 (25.657)	Acc@5 54.000 (47.910)
Epoch: [1][2200/4271]	Time 1.510 (1.545)	Data 0.000 (0.019)	Loss 3.4095 (3.7713)	Entropy Loss 3.3632 (3.7276)	KLCD_Loss 0.0462 (0.0437)	Learning Rate 0.11991610	Acc@1 34.000 (26.118)	Acc@5 54.333 (48.503)
Epoch: [1][2400/4271]	Time 1.521 (1.543)	Data 0.000 (0.017)	Loss 3.5982 (3.7395)	Entropy Loss 3.5517 (3.6956)	KLCD_Loss 0.0465 (0.0439)	Learning Rate 0.11991084	Acc@1 31.000 (26.565)	Acc@5 52.000 (49.062)
Epoch: [1][2600/4271]	Time 1.521 (1.541)	Data 0.000 (0.016)	Loss 3.1973 (3.7095)	Entropy Loss 3.1506 (3.6654)	KLCD_Loss 0.0467 (0.0441)	Learning Rate 0.11990541	Acc@1 33.333 (27.004)	Acc@5 57.333 (49.606)
Epoch: [1][2800/4271]	Time 1.506 (1.539)	Data 0.000 (0.015)	Loss 3.3077 (3.6813)	Entropy Loss 3.2609 (3.6370)	KLCD_Loss 0.0469 (0.0443)	Learning Rate 0.11989983	Acc@1 31.667 (27.427)	Acc@5 58.667 (50.093)
Epoch: [1][3000/4271]	Time 1.507 (1.537)	Data 0.000 (0.014)	Loss 3.3941 (3.6552)	Entropy Loss 3.3470 (3.6107)	KLCD_Loss 0.0471 (0.0445)	Learning Rate 0.11989408	Acc@1 31.000 (27.815)	Acc@5 50.333 (50.570)
Epoch: [1][3200/4271]	Time 1.491 (1.536)	Data 0.001 (0.013)	Loss 3.1526 (3.6298)	Entropy Loss 3.1055 (3.5851)	KLCD_Loss 0.0471 (0.0446)	Learning Rate 0.11988818	Acc@1 36.333 (28.183)	Acc@5 60.333 (51.024)
Epoch: [1][3400/4271]	Time 1.521 (1.535)	Data 0.000 (0.012)	Loss 2.9758 (3.6059)	Entropy Loss 2.9286 (3.5612)	KLCD_Loss 0.0472 (0.0448)	Learning Rate 0.11988211	Acc@1 37.667 (28.546)	Acc@5 63.667 (51.460)
Epoch: [1][3600/4271]	Time 1.613 (1.535)	Data 0.000 (0.012)	Loss 3.2122 (3.5828)	Entropy Loss 3.1650 (3.5379)	KLCD_Loss 0.0472 (0.0449)	Learning Rate 0.11987588	Acc@1 32.000 (28.911)	Acc@5 58.667 (51.872)
Epoch: [1][3800/4271]	Time 1.533 (1.535)	Data 0.000 (0.011)	Loss 3.0329 (3.5607)	Entropy Loss 2.9857 (3.5157)	KLCD_Loss 0.0472 (0.0450)	Learning Rate 0.11986950	Acc@1 35.667 (29.240)	Acc@5 62.000 (52.271)
Epoch: [1][4000/4271]	Time 1.514 (1.536)	Data 0.000 (0.010)	Loss 3.2367 (3.5400)	Entropy Loss 3.1896 (3.4949)	KLCD_Loss 0.0471 (0.0451)	Learning Rate 0.11986295	Acc@1 34.333 (29.558)	Acc@5 58.667 (52.646)
Epoch: [1][4200/4271]	Time 1.536 (1.537)	Data 0.000 (0.010)	Loss 3.0932 (3.5195)	Entropy Loss 3.0463 (3.4742)	KLCD_Loss 0.0470 (0.0452)	Learning Rate 0.11985625	Acc@1 37.667 (29.866)	Acc@5 62.000 (53.010)
Epoch: [2][0/4271]	Time 39.546 (39.546)	Data 37.867 (37.867)	Loss 3.2313 (3.2313)	Entropy Loss 3.1843 (3.1843)	KLCD_Loss 0.0469 (0.0469)	Learning Rate 0.11985384	Acc@1 33.667 (33.667)	Acc@5 56.333 (56.333)
Epoch: [2][200/4271]	Time 1.537 (1.735)	Data 0.000 (0.189)	Loss 3.2330 (3.0708)	Entropy Loss 3.1862 (3.0239)	KLCD_Loss 0.0468 (0.0469)	Learning Rate 0.11984692	Acc@1 36.667 (36.834)	Acc@5 57.333 (61.076)
Epoch: [2][400/4271]	Time 1.505 (1.636)	Data 0.000 (0.095)	Loss 3.1316 (3.0682)	Entropy Loss 3.0850 (3.0214)	KLCD_Loss 0.0466 (0.0468)	Learning Rate 0.11983984	Acc@1 37.667 (36.980)	Acc@5 60.000 (61.058)
Epoch: [2][600/4271]	Time 1.601 (1.602)	Data 0.000 (0.063)	Loss 2.9676 (3.0628)	Entropy Loss 2.9212 (3.0161)	KLCD_Loss 0.0464 (0.0467)	Learning Rate 0.11983260	Acc@1 40.333 (36.942)	Acc@5 65.333 (61.129)
Epoch: [2][800/4271]	Time 1.572 (1.590)	Data 0.000 (0.047)	Loss 2.9913 (3.0511)	Entropy Loss 2.9452 (3.0045)	KLCD_Loss 0.0462 (0.0466)	Learning Rate 0.11982520	Acc@1 38.667 (37.110)	Acc@5 64.000 (61.314)
Epoch: [2][1000/4271]	Time 1.599 (1.583)	Data 0.000 (0.038)	Loss 2.8927 (3.0476)	Entropy Loss 2.8468 (3.0011)	KLCD_Loss 0.0459 (0.0465)	Learning Rate 0.11981763	Acc@1 39.000 (37.193)	Acc@5 64.667 (61.386)
Epoch: [2][1200/4271]	Time 1.614 (1.578)	Data 0.000 (0.032)	Loss 3.0760 (3.0446)	Entropy Loss 3.0303 (2.9982)	KLCD_Loss 0.0456 (0.0464)	Learning Rate 0.11980991	Acc@1 37.000 (37.215)	Acc@5 62.000 (61.411)
Epoch: [2][1400/4271]	Time 1.531 (1.574)	Data 0.000 (0.027)	Loss 2.8652 (3.0391)	Entropy Loss 2.8199 (2.9929)	KLCD_Loss 0.0453 (0.0462)	Learning Rate 0.11980203	Acc@1 38.000 (37.285)	Acc@5 65.000 (61.504)
Epoch: [2][1600/4271]	Time 1.530 (1.572)	Data 0.000 (0.024)	Loss 2.6662 (3.0353)	Entropy Loss 2.6212 (2.9892)	KLCD_Loss 0.0450 (0.0461)	Learning Rate 0.11979399	Acc@1 41.333 (37.332)	Acc@5 68.000 (61.565)
Epoch: [2][1800/4271]	Time 1.513 (1.570)	Data 0.000 (0.021)	Loss 3.3023 (3.0305)	Entropy Loss 3.2577 (2.9846)	KLCD_Loss 0.0446 (0.0460)	Learning Rate 0.11978579	Acc@1 35.000 (37.420)	Acc@5 59.000 (61.658)
Epoch: [2][2000/4271]	Time 1.522 (1.569)	Data 0.000 (0.019)	Loss 2.9153 (3.0262)	Entropy Loss 2.8712 (2.9804)	KLCD_Loss 0.0442 (0.0458)	Learning Rate 0.11977743	Acc@1 40.667 (37.498)	Acc@5 60.667 (61.730)
Epoch: [2][2200/4271]	Time 1.622 (1.568)	Data 0.000 (0.017)	Loss 3.0064 (3.0218)	Entropy Loss 2.9627 (2.9762)	KLCD_Loss 0.0437 (0.0456)	Learning Rate 0.11976891	Acc@1 34.000 (37.565)	Acc@5 62.333 (61.808)
Epoch: [2][2400/4271]	Time 1.516 (1.567)	Data 0.000 (0.016)	Loss 2.9054 (3.0184)	Entropy Loss 2.8621 (2.9729)	KLCD_Loss 0.0433 (0.0455)	Learning Rate 0.11976023	Acc@1 40.667 (37.594)	Acc@5 66.000 (61.869)
Epoch: [2][2600/4271]	Time 1.600 (1.566)	Data 0.000 (0.015)	Loss 2.8849 (3.0145)	Entropy Loss 2.8420 (2.9693)	KLCD_Loss 0.0428 (0.0453)	Learning Rate 0.11975139	Acc@1 38.000 (37.644)	Acc@5 64.333 (61.919)
Epoch: [2][2800/4271]	Time 1.544 (1.566)	Data 0.000 (0.014)	Loss 2.7935 (3.0097)	Entropy Loss 2.7512 (2.9646)	KLCD_Loss 0.0423 (0.0451)	Learning Rate 0.11974239	Acc@1 41.333 (37.725)	Acc@5 63.000 (62.000)
Epoch: [2][3000/4271]	Time 1.592 (1.566)	Data 0.000 (0.013)	Loss 2.9175 (3.0059)	Entropy Loss 2.8758 (2.9610)	KLCD_Loss 0.0418 (0.0449)	Learning Rate 0.11973323	Acc@1 42.333 (37.778)	Acc@5 63.000 (62.076)
Epoch: [2][3200/4271]	Time 1.603 (1.565)	Data 0.000 (0.012)	Loss 3.1900 (3.0026)	Entropy Loss 3.1488 (2.9579)	KLCD_Loss 0.0413 (0.0447)	Learning Rate 0.11972391	Acc@1 35.000 (37.832)	Acc@5 57.000 (62.143)
Epoch: [2][3400/4271]	Time 1.534 (1.565)	Data 0.000 (0.011)	Loss 3.0627 (2.9988)	Entropy Loss 3.0220 (2.9544)	KLCD_Loss 0.0407 (0.0445)	Learning Rate 0.11971443	Acc@1 35.000 (37.884)	Acc@5 57.667 (62.207)
Epoch: [2][3600/4271]	Time 1.584 (1.565)	Data 0.000 (0.011)	Loss 2.9430 (2.9953)	Entropy Loss 2.9028 (2.9511)	KLCD_Loss 0.0401 (0.0442)	Learning Rate 0.11970479	Acc@1 37.000 (37.943)	Acc@5 64.333 (62.266)
Epoch: [2][3800/4271]	Time 1.552 (1.564)	Data 0.000 (0.010)	Loss 2.7829 (2.9922)	Entropy Loss 2.7435 (2.9482)	KLCD_Loss 0.0395 (0.0440)	Learning Rate 0.11969499	Acc@1 42.333 (37.990)	Acc@5 66.000 (62.324)
Epoch: [2][4000/4271]	Time 1.599 (1.564)	Data 0.000 (0.010)	Loss 3.0539 (2.9888)	Entropy Loss 3.0151 (2.9451)	KLCD_Loss 0.0388 (0.0437)	Learning Rate 0.11968504	Acc@1 36.667 (38.044)	Acc@5 60.333 (62.368)
Epoch: [2][4200/4271]	Time 1.515 (1.564)	Data 0.000 (0.009)	Loss 2.7326 (2.9854)	Entropy Loss 2.6944 (2.9419)	KLCD_Loss 0.0382 (0.0435)	Learning Rate 0.11967492	Acc@1 42.333 (38.089)	Acc@5 68.333 (62.426)
Test: [0/167]	Time 22.704 (22.704)	Loss 1.5059 (1.5059)	Acc@1 65.333 (65.333)	Acc@5 87.000 (87.000)
 * Acc@1 45.108 Acc@5 70.598
Epoch: [3][0/4271]	Time 40.554 (40.554)	Data 38.844 (38.844)	Loss 2.9580 (2.9580)	Entropy Loss 2.9201 (2.9201)	KLCD_Loss 0.0379 (0.0379)	Learning Rate 0.11967131	Acc@1 37.333 (37.333)	Acc@5 62.333 (62.333)
Epoch: [3][200/4271]	Time 1.502 (1.733)	Data 0.001 (0.196)	Loss 3.1062 (2.8776)	Entropy Loss 3.0689 (2.8400)	KLCD_Loss 0.0373 (0.0376)	Learning Rate 0.11966098	Acc@1 37.000 (39.920)	Acc@5 61.667 (64.046)
Epoch: [3][400/4271]	Time 1.515 (1.624)	Data 0.001 (0.098)	Loss 3.0472 (2.8859)	Entropy Loss 3.0106 (2.8486)	KLCD_Loss 0.0367 (0.0373)	Learning Rate 0.11965049	Acc@1 39.000 (39.554)	Acc@5 60.667 (63.928)
Epoch: [3][600/4271]	Time 1.514 (1.589)	Data 0.000 (0.066)	Loss 2.8781 (2.8937)	Entropy Loss 2.8421 (2.8567)	KLCD_Loss 0.0360 (0.0370)	Learning Rate 0.11963984	Acc@1 41.000 (39.433)	Acc@5 62.000 (63.796)
Epoch: [3][800/4271]	Time 1.514 (1.573)	Data 0.000 (0.049)	Loss 3.0730 (2.8967)	Entropy Loss 3.0376 (2.8601)	KLCD_Loss 0.0354 (0.0367)	Learning Rate 0.11962903	Acc@1 36.333 (39.424)	Acc@5 61.000 (63.773)
Epoch: [3][1000/4271]	Time 1.527 (1.564)	Data 0.000 (0.040)	Loss 2.9370 (2.9022)	Entropy Loss 2.9022 (2.8658)	KLCD_Loss 0.0348 (0.0364)	Learning Rate 0.11961806	Acc@1 39.333 (39.347)	Acc@5 66.000 (63.720)
Epoch: [3][1200/4271]	Time 1.618 (1.556)	Data 0.000 (0.033)	Loss 2.7754 (2.9018)	Entropy Loss 2.7413 (2.8657)	KLCD_Loss 0.0341 (0.0360)	Learning Rate 0.11960693	Acc@1 39.333 (39.302)	Acc@5 65.000 (63.755)
Epoch: [3][1400/4271]	Time 1.508 (1.551)	Data 0.000 (0.028)	Loss 3.0121 (2.9037)	Entropy Loss 2.9786 (2.8680)	KLCD_Loss 0.0335 (0.0357)	Learning Rate 0.11959564	Acc@1 40.333 (39.271)	Acc@5 62.333 (63.749)
Epoch: [3][1600/4271]	Time 1.507 (1.547)	Data 0.001 (0.025)	Loss 2.8163 (2.9045)	Entropy Loss 2.7836 (2.8691)	KLCD_Loss 0.0328 (0.0354)	Learning Rate 0.11958419	Acc@1 40.667 (39.257)	Acc@5 67.000 (63.744)
Epoch: [3][1800/4271]	Time 1.518 (1.546)	Data 0.000 (0.022)	Loss 3.0851 (2.9060)	Entropy Loss 3.0530 (2.8709)	KLCD_Loss 0.0321 (0.0351)	Learning Rate 0.11957258	Acc@1 38.000 (39.203)	Acc@5 62.667 (63.715)
Epoch: [3][2000/4271]	Time 1.587 (1.546)	Data 0.000 (0.020)	Loss 2.7402 (2.9059)	Entropy Loss 2.7088 (2.8711)	KLCD_Loss 0.0314 (0.0347)	Learning Rate 0.11956082	Acc@1 41.667 (39.194)	Acc@5 67.333 (63.705)
Epoch: [3][2200/4271]	Time 1.506 (1.546)	Data 0.000 (0.018)	Loss 3.0311 (2.9090)	Entropy Loss 3.0004 (2.8746)	KLCD_Loss 0.0307 (0.0344)	Learning Rate 0.11954889	Acc@1 32.000 (39.131)	Acc@5 63.333 (63.649)
Epoch: [3][2400/4271]	Time 1.522 (1.543)	Data 0.000 (0.017)	Loss 3.0361 (2.9092)	Entropy Loss 3.0061 (2.8751)	KLCD_Loss 0.0300 (0.0341)	Learning Rate 0.11953681	Acc@1 35.333 (39.097)	Acc@5 63.667 (63.634)
Epoch: [3][2600/4271]	Time 1.515 (1.542)	Data 0.000 (0.015)	Loss 2.7692 (2.9114)	Entropy Loss 2.7398 (2.8777)	KLCD_Loss 0.0294 (0.0337)	Learning Rate 0.11952456	Acc@1 45.000 (39.063)	Acc@5 64.333 (63.588)
Epoch: [3][2800/4271]	Time 1.536 (1.540)	Data 0.000 (0.014)	Loss 3.0126 (2.9124)	Entropy Loss 2.9839 (2.8791)	KLCD_Loss 0.0287 (0.0334)	Learning Rate 0.11951216	Acc@1 38.000 (39.042)	Acc@5 64.333 (63.549)
Epoch: [3][3000/4271]	Time 1.516 (1.538)	Data 0.000 (0.013)	Loss 2.9123 (2.9147)	Entropy Loss 2.8843 (2.8816)	KLCD_Loss 0.0281 (0.0331)	Learning Rate 0.11949960	Acc@1 39.000 (38.990)	Acc@5 64.000 (63.505)
Epoch: [3][3200/4271]	Time 1.516 (1.537)	Data 0.000 (0.013)	Loss 2.7549 (2.9158)	Entropy Loss 2.7275 (2.8831)	KLCD_Loss 0.0274 (0.0327)	Learning Rate 0.11948688	Acc@1 40.667 (38.967)	Acc@5 69.333 (63.473)
Epoch: [3][3400/4271]	Time 1.506 (1.535)	Data 0.000 (0.012)	Loss 2.8600 (2.9172)	Entropy Loss 2.8333 (2.8848)	KLCD_Loss 0.0267 (0.0324)	Learning Rate 0.11947400	Acc@1 40.667 (38.965)	Acc@5 65.667 (63.433)
Epoch: [3][3600/4271]	Time 1.551 (1.534)	Data 0.000 (0.011)	Loss 2.7243 (2.9183)	Entropy Loss 2.6982 (2.8863)	KLCD_Loss 0.0261 (0.0321)	Learning Rate 0.11946096	Acc@1 44.333 (38.943)	Acc@5 67.000 (63.407)
Epoch: [3][3800/4271]	Time 1.500 (1.533)	Data 0.000 (0.011)	Loss 3.0762 (2.9193)	Entropy Loss 3.0508 (2.8876)	KLCD_Loss 0.0254 (0.0317)	Learning Rate 0.11944776	Acc@1 35.000 (38.927)	Acc@5 58.333 (63.382)
Epoch: [3][4000/4271]	Time 1.522 (1.533)	Data 0.000 (0.010)	Loss 2.8962 (2.9209)	Entropy Loss 2.8714 (2.8895)	KLCD_Loss 0.0248 (0.0314)	Learning Rate 0.11943441	Acc@1 38.000 (38.890)	Acc@5 66.667 (63.356)
Epoch: [3][4200/4271]	Time 1.535 (1.532)	Data 0.000 (0.010)	Loss 2.8367 (2.9219)	Entropy Loss 2.8125 (2.8908)	KLCD_Loss 0.0242 (0.0311)	Learning Rate 0.11942089	Acc@1 41.667 (38.866)	Acc@5 64.333 (63.335)
Epoch: [4][0/4271]	Time 41.903 (41.903)	Data 40.266 (40.266)	Loss 2.9786 (2.9786)	Entropy Loss 2.9547 (2.9547)	KLCD_Loss 0.0240 (0.0240)	Learning Rate 0.11941608	Acc@1 38.333 (38.333)	Acc@5 64.000 (64.000)
Epoch: [4][200/4271]	Time 1.515 (1.728)	Data 0.000 (0.201)	Loss 3.0365 (2.9003)	Entropy Loss 3.0132 (2.8767)	KLCD_Loss 0.0234 (0.0237)	Learning Rate 0.11940235	Acc@1 37.333 (38.927)	Acc@5 61.667 (63.592)
Epoch: [4][400/4271]	Time 1.506 (1.623)	Data 0.000 (0.101)	Loss 2.9346 (2.9102)	Entropy Loss 2.9118 (2.8868)	KLCD_Loss 0.0228 (0.0234)	Learning Rate 0.11938846	Acc@1 41.333 (38.941)	Acc@5 62.000 (63.385)
Epoch: [4][600/4271]	Time 1.501 (1.591)	Data 0.000 (0.067)	Loss 2.9387 (2.9174)	Entropy Loss 2.9165 (2.8943)	KLCD_Loss 0.0222 (0.0231)	Learning Rate 0.11937442	Acc@1 41.667 (38.779)	Acc@5 61.667 (63.296)
Epoch: [4][800/4271]	Time 1.504 (1.576)	Data 0.000 (0.050)	Loss 2.9621 (2.9226)	Entropy Loss 2.9405 (2.8998)	KLCD_Loss 0.0217 (0.0228)	Learning Rate 0.11936021	Acc@1 39.000 (38.643)	Acc@5 64.667 (63.123)
Epoch: [4][1000/4271]	Time 1.530 (1.570)	Data 0.000 (0.040)	Loss 3.0289 (2.9234)	Entropy Loss 3.0078 (2.9008)	KLCD_Loss 0.0211 (0.0225)	Learning Rate 0.11934585	Acc@1 35.667 (38.669)	Acc@5 62.000 (63.107)
